my,week,value_x,value_y
,,mean,mean
01/2011,Week1,89.52800000000003,3.1644
01/2011,Week2,91.07320000000001,3.1644
01/2011,Week3,90.43399999999998,3.1643999999999997
01/2011,Week4,88.09333333333335,3.1644
01/2012,Week1,102.38749999999997,3.4476000000000004
01/2012,Week2,100.44399999999992,3.4476000000000004
01/2012,Week3,100.059,3.4476000000000004
01/2012,Week4,99.20714285714291,3.4476000000000004
01/2013,Week1,93.08000000000001,3.39925
01/2013,Week2,93.554,3.39925
01/2013,Week3,94.78149999999998,3.39925
01/2013,Week4,96.63650000000001,3.3992499999999994
01/2014,Week1,94.12500000000003,3.422249999999999
01/2014,Week2,92.21999999999997,3.422249999999999
01/2014,Week3,94.42449999999997,3.422249999999999
01/2014,Week4,97.1125,3.4222499999999987
01/2015,Week1,49.82749999999999,2.2475
01/2015,Week2,47.537200000000006,2.2475
01/2015,Week3,47.40749999999999,2.2475
01/2015,Week4,45.78571428571429,2.247500000000001
01/2016,Week1,34.9925,2.08375
01/2016,Week2,31.37439999999999,2.08375
01/2016,Week3,29.113499999999995,2.08375
01/2016,Week4,32.186666666666675,2.08375
01/2017,Week1,53.334999999999994,2.5308
01/2017,Week2,52.08199999999998,2.5308
01/2017,Week3,52.230000000000004,2.5308
01/2017,Week4,53.01000000000002,2.5307999999999997
01/2018,Week1,61.36250000000001,2.7388
01/2018,Week2,63.27199999999999,2.7388
01/2018,Week3,63.737500000000026,2.7388
01/2018,Week4,65.00925000000001,2.7388000000000003
01/2019,Week1,47.5275,2.498
01/2019,Week2,51.36600000000002,2.498
01/2019,Week3,52.652499999999996,2.498
01/2019,Week4,53.210249999999995,2.498
01/2020,Week1,62.55000000000001,2.8007500000000007
01/2020,Week2,58.90400000000001,2.8007500000000007
01/2020,Week3,58.31899999999998,2.8007500000000007
01/2020,Week4,53.77125,2.80075
02/2011,Week1,89.47749999999999,3.2754999999999996
02/2011,Week2,86.15399999999997,3.2754999999999996
02/2011,Week3,86.3845,3.2754999999999996
02/2011,Week4,97.05600000000001,3.2754999999999996
02/2012,Week1,97.38000000000002,3.63925
02/2012,Week2,99.77400000000003,3.6392500000000005
02/2012,Week3,103.48350000000002,3.63925
02/2012,Week4,107.67666666666669,3.639250000000001
02/2013,Week1,96.31499999999997,3.73475
02/2013,Week2,96.93959999999997,3.7347499999999996
02/2013,Week3,95.22799999999998,3.73475
02/2013,Week4,92.73599999999999,3.7347499999999996
02/2014,Week1,97.744,3.471000000000001
02/2014,Week2,100.1972,3.471000000000001
02/2014,Week3,102.57750000000003,3.471
02/2014,Week4,102.446,3.471000000000001
02/2015,Week1,50.64800000000001,2.333
02/2015,Week2,51.142,2.333
02/2015,Week3,52.092999999999996,2.333
02/2015,Week4,49.52999999999999,2.333
02/2016,Week1,31.192500000000003,1.9242000000000001
02/2016,Week2,28.146000000000008,1.9242
02/2016,Week3,30.675999999999995,1.9242000000000001
02/2016,Week4,32.77133333333333,1.9241999999999997
02/2017,Week1,53.13749999999999,2.48
02/2017,Week2,53.065999999999995,2.4799999999999995
02/2017,Week3,53.657,2.48
02/2017,Week4,54.017999999999994,2.4799999999999995
02/2018,Week1,63.694999999999986,2.7607500000000003
02/2018,Week2,59.882400000000004,2.7607500000000007
02/2018,Week3,61.59149999999998,2.7607500000000003
02/2018,Week4,62.97600000000001,2.7607500000000007
02/2019,Week1,53.71749999999999,2.5309999999999997
02/2019,Week2,53.3232,2.5309999999999997
02/2019,Week3,56.531000000000006,2.5309999999999997
02/2019,Week4,56.48000000000002,2.5309999999999997
02/2020,Week1,50.34800000000003,2.6955000000000005
02/2020,Week2,50.840799999999994,2.6955000000000005
02/2020,Week3,53.199,2.6955000000000005
02/2020,Week4,48.382000000000005,2.6955000000000005
03/2011,Week1,103.50000000000001,3.616499999999999
03/2011,Week2,102.89000000000003,3.6165
03/2011,Week3,100.18840000000003,3.6165
03/2011,Week4,105.16074999999998,3.6165000000000007
03/2012,Week1,106.07000000000004,3.8807499999999995
03/2012,Week2,106.492,3.88075
03/2012,Week3,106.82120000000002,3.88075
03/2012,Week4,105.39857142857146,3.8807499999999995
03/2013,Week1,90.7325,3.78425
03/2013,Week2,92.41999999999999,3.78425
03/2013,Week3,93.12600000000002,3.78425
03/2013,Week4,95.73399999999998,3.78425
03/2014,Week1,102.76799999999999,3.6275999999999997
03/2014,Week2,99.24599999999998,3.6275999999999997
03/2014,Week3,99.09520000000002,3.6275999999999997
03/2014,Week4,100.59666666666666,3.6276
03/2015,Week1,50.40199999999997,2.5278000000000005
03/2015,Week2,47.66999999999998,2.5278000000000005
03/2015,Week3,44.88880000000002,2.5278000000000005
03/2015,Week4,48.67857142857141,2.527800000000001
03/2016,Week1,35.762499999999996,2.1225000000000005
03/2016,Week2,37.66199999999999,2.1225
03/2016,Week3,39.51,2.1225
03/2016,Week4,39.29,2.1224999999999996
03/2017,Week1,53.07,2.497
03/2017,Week2,48.834,2.497
03/2017,Week3,48.6788,2.497
03/2017,Week4,48.78374999999998,2.497
03/2018,Week1,61.8925,2.7602500000000005
03/2018,Week2,61.03800000000001,2.7602500000000005
03/2018,Week3,62.870799999999996,2.7602500000000005
03/2018,Week4,65.05000000000001,2.7602500000000005
03/2019,Week1,56.5075,2.72025
03/2019,Week2,57.31999999999999,2.72025
03/2019,Week3,59.42040000000001,2.72025
03/2019,Week4,59.44166666666667,2.72025
03/2020,Week1,45.577999999999996,2.5033999999999996
03/2020,Week2,32.34000000000001,2.5033999999999996
03/2020,Week3,24.900800000000004,2.5033999999999996
03/2020,Week4,22.362857142857155,2.5034000000000014
04/2010,Week2,84.78749999999998,2.92125
04/2010,Week3,83.8956,2.92125
04/2010,Week4,84.28571428571432,2.92125
04/2011,Week1,108.98499999999999,3.8454999999999995
04/2011,Week2,108.85959999999997,3.845499999999999
04/2011,Week3,109.86800000000001,3.845499999999999
04/2011,Week4,112.80799999999999,3.845499999999999
04/2012,Week1,103.505,3.9506
04/2012,Week2,102.53,3.9505999999999997
04/2012,Week3,103.26439999999997,3.9505999999999997
04/2012,Week4,104.18833333333326,3.9505999999999992
04/2013,Week1,94.40000000000002,3.6360000000000006
04/2013,Week2,93.40000000000002,3.636
04/2013,Week3,88.0344,3.636
04/2013,Week4,92.04485714285718,3.6359999999999997
04/2014,Week1,100.37250000000002,3.7552499999999998
04/2014,Week2,103.47,3.75525
04/2014,Week3,103.80750000000003,3.7552499999999998
04/2014,Week4,101.09514285714283,3.75525
04/2015,Week1,51.75333333333333,2.55925
04/2015,Week2,51.60999999999999,2.55925
04/2015,Week3,56.67439999999999,2.55925
04/2015,Week4,57.61571428571428,2.55925
04/2016,Week1,36.65,2.25875
04/2016,Week2,41.102000000000004,2.25875
04/2016,Week3,41.987599999999986,2.25875
04/2016,Week4,44.615,2.2587500000000005
04/2017,Week1,51.272000000000006,2.5947500000000003
04/2017,Week2,53.19249999999998,2.5947500000000003
04/2017,Week3,51.2512,2.5947500000000003
04/2017,Week4,49.34200000000001,2.5947500000000003
04/2018,Week1,63.097999999999985,2.9233999999999996
04/2018,Week2,66.042,2.9233999999999996
04/2018,Week3,67.58360000000002,2.9233999999999996
04/2018,Week4,68.20833333333331,2.9234
04/2019,Week1,62.55499999999999,2.9803999999999995
04/2019,Week2,64.09200000000001,2.9803999999999995
04/2019,Week3,63.830999999999975,2.9803999999999995
04/2019,Week4,64.81285714285713,2.980400000000001
04/2020,Week1,25.842499999999998,2.207
04/2020,Week2,22.5925,2.207
04/2020,Week3,18.276,2.207
04/2020,Week4,15.74,2.207
05/2010,Week1,80.22399999999996,2.9040000000000004
05/2010,Week2,74.96600000000001,2.9040000000000004
05/2010,Week3,70.6304,2.9040000000000004
05/2010,Week4,71.79799999999999,2.9040000000000004
05/2011,Week1,106.15799999999997,3.9530000000000007
05/2011,Week2,100.65200000000003,3.9530000000000007
05/2011,Week3,98.67600000000002,3.9530000000000007
05/2011,Week4,100.35499999999999,3.953000000000001
05/2012,Week1,101.0475,3.7545000000000006
05/2012,Week2,96.36200000000001,3.7545
05/2012,Week3,92.75559999999996,3.7545
05/2012,Week4,89.76314285714287,3.7545
05/2013,Week1,95.34499999999997,3.6784999999999997
05/2013,Week2,95.686,3.6784999999999997
05/2013,Week3,95.7328,3.6784999999999997
05/2013,Week4,93.77142857142856,3.6784999999999997
05/2014,Week1,99.8775,3.7710000000000004
05/2014,Week2,100.982,3.771
05/2014,Week3,102.40040000000002,3.771
05/2014,Week4,103.53499999999998,3.7710000000000004
05/2015,Week1,59.8,2.7637500000000004
05/2015,Week2,59.992399999999996,2.763750000000001
05/2015,Week3,59.49800000000001,2.763750000000001
05/2015,Week4,58.64799999999998,2.763750000000001
05/2016,Week1,44.238,2.4368
05/2016,Week2,45.44800000000001,2.4368
05/2016,Week3,48.26720000000001,2.4368
05/2016,Week4,49.0283333333333,2.4367999999999994
05/2017,Week1,46.805,2.5585999999999998
05/2017,Week2,47.062000000000005,2.5585999999999998
05/2017,Week3,49.331200000000024,2.5585999999999998
05/2017,Week4,50.08,2.5586000000000007
05/2018,Week1,69.20250000000001,3.09125
05/2018,Week2,70.64400000000002,3.09125
05/2018,Week3,71.58560000000001,3.09125
05/2018,Week4,69.22800000000002,3.0912499999999996
05/2019,Week1,61.849999999999994,3.0509999999999997
05/2019,Week2,61.65999999999998,3.0509999999999997
05/2019,Week3,62.80400000000001,3.0509999999999997
05/2019,Week4,57.99999999999998,3.0510000000000006
06/2010,Week1,72.605,2.78375
06/2010,Week2,74.14999999999998,2.78375
06/2010,Week3,77.51120000000002,2.78375
06/2010,Week4,77.03742857142858,2.7837500000000004
06/2011,Week1,99.67999999999999,3.7277500000000003
06/2011,Week2,99.72599999999997,3.7277499999999995
06/2011,Week3,94.1012,3.7277499999999995
06/2011,Week4,93.04,3.727749999999999
06/2012,Week1,84.52749999999999,3.5672500000000005
06/2012,Week2,83.33,3.5672500000000005
06/2012,Week3,82.2868,3.5672500000000005
06/2012,Week4,80.19833333333335,3.56725
06/2013,Week1,94.258,3.690250000000001
06/2013,Week2,96.314,3.690250000000001
06/2013,Week3,96.72400000000002,3.690250000000001
06/2013,Week4,95.92199999999998,3.690250000000001
06/2014,Week1,102.582,3.7848
06/2014,Week2,105.31999999999998,3.7848
06/2014,Week3,106.41960000000003,3.7848
06/2014,Week4,105.9416666666666,3.7848
06/2015,Week1,59.507500000000014,2.8812000000000006
06/2015,Week2,60.087999999999994,2.8812000000000006
06/2015,Week3,59.9832,2.8812000000000006
06/2015,Week4,59.80714285714287,2.8812000000000006
06/2016,Week1,49.46000000000001,2.5342500000000006
06/2016,Week2,49.646,2.534250000000001
06/2016,Week3,48.382400000000004,2.534250000000001
06/2016,Week4,48.46714285714286,2.5342500000000006
06/2017,Week1,47.24250000000001,2.5184999999999995
06/2017,Week2,45.748000000000005,2.5184999999999995
06/2017,Week3,43.93159999999999,2.5184999999999995
06/2017,Week4,44.154285714285706,2.5185
06/2018,Week1,65.23750000000001,3.1039999999999996
06/2018,Week2,66.34600000000003,3.1039999999999996
06/2018,Week3,65.42479999999998,3.1039999999999996
06/2018,Week4,71.25833333333335,3.1039999999999996
06/2019,Week1,52.998000000000005,2.937
06/2019,Week2,52.492,2.937
06/2019,Week3,54.85279999999999,2.937
06/2019,Week4,58.60199999999999,2.937
07/2010,Week1,72.72999999999998,2.7777500000000006
07/2010,Week2,76.13400000000001,2.7777500000000006
07/2010,Week3,76.74479999999997,2.7777500000000006
07/2010,Week4,78.43714285714283,2.7777500000000006
07/2011,Week1,97.40333333333332,3.71725
07/2011,Week2,96.504,3.71725
07/2011,Week3,97.71279999999999,3.71725
07/2011,Week4,98.2,3.71725
07/2012,Week1,85.77000000000001,3.4894000000000007
07/2012,Week2,85.77799999999996,3.4894000000000007
07/2012,Week3,90.46039999999999,3.4894000000000007
07/2012,Week4,88.99571428571433,3.4894000000000007
07/2013,Week1,101.35333333333334,3.6544000000000008
07/2013,Week2,104.80999999999996,3.6543999999999994
07/2013,Week3,106.9328,3.6543999999999994
07/2013,Week4,105.30050000000001,3.654399999999999
07/2014,Week1,104.02333333333331,3.7055000000000007
07/2014,Week2,102.072,3.7055
07/2014,Week3,102.07239999999996,3.7055
07/2014,Week4,101.39449999999998,3.7055000000000002
07/2015,Week1,53.93,2.849500000000001
07/2015,Week2,52.482000000000006,2.849500000000001
07/2015,Week3,50.8976,2.849500000000001
07/2015,Week4,48.19749999999998,2.8495000000000004
07/2016,Week1,46.38999999999999,2.39525
07/2016,Week2,45.47999999999999,2.39525
07/2016,Week3,45.4156,2.39525
07/2016,Week4,42.48333333333333,2.3952500000000003
07/2017,Week1,45.4875,2.4779999999999993
07/2017,Week2,45.51000000000001,2.4779999999999993
07/2017,Week3,46.4884,2.4779999999999993
07/2017,Week4,48.650000000000006,2.4779999999999993
07/2018,Week1,73.705,3.0752
07/2018,Week2,71.93599999999998,3.0752000000000006
07/2018,Week3,68.34800000000001,3.0752000000000006
07/2018,Week4,68.98571428571431,3.0752000000000006
07/2019,Week1,57.03333333333334,2.9507999999999996
07/2019,Week2,59.266000000000005,2.9507999999999996
07/2019,Week3,57.012800000000006,2.9507999999999996
07/2019,Week4,56.823749999999976,2.9508
08/2010,Week1,81.81400000000001,2.7865999999999995
08/2010,Week2,78.17600000000002,2.7865999999999995
08/2010,Week3,75.0068,2.7865999999999995
08/2010,Week4,73.2,2.7865999999999995
08/2011,Week1,89.80750000000005,3.7184000000000004
08/2011,Week2,82.92000000000002,3.718400000000001
08/2011,Week3,85.38439999999997,3.718400000000001
08/2011,Week4,86.32624999999999,3.7184000000000004
08/2012,Week1,91.10000000000002,3.7802499999999997
08/2012,Week2,93.14800000000002,3.7802499999999997
08/2012,Week3,95.8148,3.7802499999999997
08/2012,Week4,96.00749999999994,3.780249999999999
08/2013,Week1,105.79249999999996,3.6542499999999993
08/2013,Week2,105.83199999999997,3.65425
08/2013,Week3,106.11599999999996,3.65425
08/2013,Week4,107.56142857142859,3.6542500000000016
08/2014,Week1,97.48249999999999,3.5935000000000006
08/2014,Week2,97.25399999999998,3.5935
08/2014,Week3,94.74640000000001,3.5935
08/2014,Week4,94.20833333333336,3.5935
08/2015,Week1,44.917999999999985,2.7152
08/2015,Week2,43.214,2.7152
08/2015,Week3,41.522800000000004,2.7152
08/2015,Week4,42.18833333333335,2.7152
08/2016,Week1,41.01749999999998,2.3604000000000003
08/2016,Week2,43.096000000000004,2.3604000000000003
08/2016,Week3,47.32360000000001,2.3604000000000003
08/2016,Week4,46.90100000000001,2.360400000000001
08/2017,Week1,49.3975,2.5612500000000002
08/2017,Week2,48.74600000000002,2.5612500000000002
08/2017,Week3,47.49720000000001,2.5612500000000002
08/2017,Week4,47.212750000000014,2.5612499999999994
08/2018,Week1,68.9075,3.073
08/2018,Week2,67.124,3.073
08/2018,Week3,65.59,3.073
08/2018,Week4,68.92125,3.0730000000000004
08/2019,Week1,53.767500000000005,2.84375
08/2019,Week2,54.86,2.84375
08/2019,Week3,55.4652,2.84375
08/2019,Week4,55.09714285714284,2.84375
09/2010,Week1,74.57000000000001,2.77975
09/2010,Week2,75.87200000000001,2.779749999999999
09/2010,Week3,74.85680000000004,2.779749999999999
09/2010,Week4,76.65828571428571,2.77975
09/2011,Week1,87.27,3.6772500000000004
09/2011,Week2,88.72000000000003,3.6772499999999995
09/2011,Week3,87.2172,3.6772499999999995
09/2011,Week4,81.0857142857143,3.6772499999999986
09/2012,Week1,95.65250000000002,3.922249999999999
09/2012,Week2,97.60599999999998,3.922249999999999
09/2012,Week3,93.89600000000002,3.922249999999999
09/2012,Week4,91.464,3.922249999999999
09/2013,Week1,108.66749999999999,3.6158
09/2013,Week2,108.25599999999999,3.6158000000000006
09/2013,Week3,106.08999999999997,3.6158000000000006
09/2013,Week4,102.93499999999997,3.6158000000000006
09/2014,Week1,94.03999999999999,3.5227999999999993
09/2014,Week2,92.43599999999998,3.5227999999999993
09/2014,Week3,93.31280000000001,3.5227999999999993
09/2014,Week4,92.45142857142855,3.522799999999999
09/2015,Week1,46.35,2.48175
09/2015,Week2,44.928,2.48175
09/2015,Week3,46.072799999999994,2.48175
09/2015,Week4,45.156285714285694,2.4817499999999995
09/2016,Week1,44.923333333333325,2.4057500000000003
09/2016,Week2,45.654,2.40575
09/2016,Week3,44.04040000000001,2.40575
09/2016,Week4,46.35999999999999,2.40575
09/2017,Week1,48.970000000000006,2.84275
09/2017,Week2,48.59399999999999,2.842750000000001
09/2017,Week3,50.20039999999999,2.842750000000001
09/2017,Week4,51.68833333333333,2.8427500000000006
09/2018,Week1,68.5275,3.079
09/2018,Week2,68.94800000000001,3.079
09/2018,Week3,70.14319999999998,3.079
09/2018,Week4,72.25999999999999,3.079
09/2019,Week1,55.75499999999998,2.8194000000000004
09/2019,Week2,56.187999999999974,2.8194000000000004
09/2019,Week3,59.305999999999976,2.8194000000000004
09/2019,Week4,56.46833333333334,2.819400000000001
10/2010,Week1,82.29750000000001,2.8699999999999997
10/2010,Week2,82.44800000000001,2.8699999999999997
10/2010,Week3,81.51839999999999,2.8699999999999997
10/2010,Week4,82.05166666666669,2.8699999999999997
10/2011,Week1,79.70599999999999,3.5129999999999995
10/2011,Week2,85.56399999999998,3.5129999999999995
10/2011,Week3,86.87559999999999,3.5129999999999995
10/2011,Week4,92.51833333333336,3.5129999999999995
10/2012,Week1,90.40500000000002,3.7827999999999995
10/2012,Week2,91.37999999999998,3.7828
10/2012,Week3,91.742,3.7828
10/2012,Week4,86.35699999999994,3.7828000000000017
10/2013,Week1,103.56999999999998,3.43975
10/2013,Week2,102.50800000000001,3.43975
10/2013,Week3,100.92720000000003,3.43975
10/2013,Week4,97.50624999999998,3.4397499999999988
10/2014,Week1,89.98499999999999,3.303
10/2014,Week2,85.29599999999996,3.303
10/2014,Week3,82.31760000000003,3.303
10/2014,Week4,81.2375,3.3030000000000004
10/2015,Week1,47.03499999999998,2.4385
10/2015,Week2,47.891999999999996,2.4385000000000003
10/2015,Week3,46.27760000000002,2.4385000000000003
10/2015,Week4,45.107142857142854,2.438500000000001
10/2016,Week1,49.516000000000005,2.4412000000000003
10/2016,Week2,50.621999999999986,2.4412000000000003
10/2016,Week3,50.72399999999999,2.4412000000000003
10/2016,Week4,49.15666666666665,2.4412000000000003
10/2017,Week1,50.21199999999999,2.7023999999999995
10/2017,Week2,50.77000000000001,2.7023999999999995
10/2017,Week3,51.82240000000002,2.7023999999999995
10/2017,Week4,53.08857142857146,2.7023999999999995
10/2018,Week1,75.07749999999997,3.101800000000001
10/2018,Week2,72.946,3.101800000000001
10/2018,Week3,70.26599999999996,3.101800000000001
10/2018,Week4,67.00274999999995,3.1017999999999994
10/2019,Week1,52.662499999999994,2.8459999999999996
10/2019,Week2,53.41200000000001,2.8459999999999996
10/2019,Week3,53.473200000000006,2.8459999999999996
10/2019,Week4,55.48324999999999,2.846000000000001
11/2010,Week1,85.48249999999999,2.920799999999999
11/2010,Week2,86.85600000000001,2.9207999999999994
11/2010,Week3,82.41160000000002,2.9207999999999994
11/2010,Week4,83.40833333333335,2.9207999999999994
11/2011,Week1,94.08999999999999,3.4445
11/2011,Week2,97.49000000000002,3.4445
11/2011,Week3,99.08,3.4445
11/2011,Week4,98.21833333333335,3.4445
11/2012,Week1,85.91500000000002,3.51275
11/2012,Week2,85.73879999999997,3.5127499999999996
11/2012,Week3,87.19640000000001,3.5127499999999996
11/2012,Week4,87.77833333333335,3.51275
11/2013,Week1,94.2475,3.3537499999999993
11/2013,Week2,94.08400000000002,3.3537499999999993
11/2013,Week3,94.02320000000003,3.3537499999999993
11/2013,Week4,93.52600000000001,3.3537499999999993
11/2014,Week1,78.24200000000005,3.05475
11/2014,Week2,76.51000000000002,3.05475
11/2014,Week3,75.42080000000001,3.05475
11/2014,Week4,72.42750000000002,3.05475
11/2015,Week1,45.970000000000006,2.3106000000000004
11/2015,Week2,42.69999999999999,2.3106000000000004
11/2015,Week3,41.3388,2.3106000000000004
11/2015,Week4,42.20400000000001,2.3106000000000004
11/2016,Week1,44.739999999999995,2.36725
11/2016,Week2,44.327999999999996,2.3672499999999994
11/2016,Week3,46.2624,2.3672499999999994
11/2016,Week4,47.30000000000002,2.3672499999999994
11/2017,Week1,56.18250000000001,2.7425
11/2017,Week2,56.63600000000001,2.7425
11/2017,Week3,56.0844,2.7425
11/2017,Week4,57.96166666666668,2.7425
11/2018,Week1,62.53,2.9147500000000006
11/2018,Week2,58.5536,2.9147500000000006
11/2018,Week3,55.66239999999999,2.9147500000000006
11/2018,Week4,51.04666666666668,2.914750000000001
11/2019,Week1,56.8175,2.843
11/2019,Week2,56.95799999999999,2.843
11/2019,Week3,57.146399999999986,2.843
11/2019,Week4,57.49400000000001,2.843
12/2010,Week1,88.81500000000001,3.0610000000000004
12/2010,Week2,88.26599999999998,3.0610000000000004
12/2010,Week3,88.6908,3.0610000000000004
12/2010,Week4,90.97428571428573,3.061
12/2011,Week1,100.92999999999999,3.33725
12/2011,Week2,98.12200000000003,3.3372499999999996
12/2011,Week3,95.48320000000002,3.3372499999999996
12/2011,Week4,99.73166666666667,3.337249999999999
12/2012,Week1,87.53200000000001,3.3956
12/2012,Week2,86.1688,3.3956
12/2012,Week3,88.85520000000002,3.3956
12/2012,Week4,90.61599999999999,3.3956
12/2013,Week1,96.41800000000003,3.3799999999999994
12/2013,Week2,97.478,3.3799999999999994
12/2013,Week3,98.22400000000002,3.3799999999999994
12/2013,Week4,99.285,3.3799999999999994
12/2014,Week1,66.72749999999996,2.683
12/2014,Week2,61.114000000000004,2.6829999999999994
12/2014,Week3,55.95439999999999,2.6829999999999994
12/2014,Week4,54.84999999999997,2.6829999999999994
12/2015,Week1,39.66,2.1845
12/2015,Week2,36.67199999999999,2.1845
12/2015,Week3,35.9436,2.1845
12/2015,Week4,37.151428571428575,2.1845
12/2016,Week1,51.04249999999999,2.4469999999999996
12/2016,Week2,51.838,2.4469999999999996
12/2016,Week3,52.33879999999999,2.4469999999999996
12/2016,Week4,53.56999999999999,2.4469999999999996
12/2017,Week1,56.93500000000002,2.66225
12/2017,Week2,57.22760000000001,2.66225
12/2017,Week3,57.69959999999999,2.66225
12/2017,Week4,59.66800000000002,2.66225
12/2018,Week1,52.63799999999998,2.638
12/2018,Week2,51.52679999999997,2.638
12/2018,Week3,47.18199999999999,2.638
12/2018,Week4,44.82000000000002,2.638
12/2019,Week1,57.624,2.823400000000001
12/2019,Week2,59.25399999999999,2.823400000000001
12/2019,Week3,60.72360000000001,2.823400000000001
12/2019,Week4,61.294999999999995,2.8234000000000012
